HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Input.desc1,Input.desc2,Answer.first.first,Answer.second.second,Approve,Reject
3T2HW4QDUV87AAJ7MWN6DT5YORQC99,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3LO69W1SU3EIF8YF3IRGWDCVUQWLGZ,AO1HA5KKZ51B7,Submitted,Sat Apr 10 17:16:41 PDT 2021,Sat Apr 10 17:16:57 PDT 2021,Sat Apr 10 18:16:57 PDT 2021,,,,16,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-clive-kim-4220967.jpg,A volcano is erupting bright red lava out the top.,The volcano had begun to spew lava on the ground.,TRUE,FALSE,,
3T2HW4QDUV87AAJ7MWN6DT5YORQC99,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3RGU30DZTA9CCS61B0DYT3J0MN3MJ6,A22VGT2F28LTWC,Submitted,Sat Apr 10 17:20:17 PDT 2021,Sat Apr 10 17:20:34 PDT 2021,Sat Apr 10 18:20:34 PDT 2021,,,,17,100% (1/1),100% (1/1),100% (1/1),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-clive-kim-4220967.jpg,A volcano is erupting bright red lava out the top.,The volcano had begun to spew lava on the ground.,TRUE,FALSE,,
3T2HW4QDUV87AAJ7MWN6DT5YORQC99,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3YW4XOSQKQMOUJV6UDYEGD485S6U12,A3CJFLRLYSS2NL,Submitted,Sat Apr 10 17:19:40 PDT 2021,Sat Apr 10 17:19:48 PDT 2021,Sat Apr 10 18:19:48 PDT 2021,,,,8,100% (2/2),100% (2/2),100% (2/2),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-clive-kim-4220967.jpg,A volcano is erupting bright red lava out the top.,The volcano had begun to spew lava on the ground.,TRUE,FALSE,,
3IZVJEBJ6ALX0KSJG3424HFH7846ZR,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3DR23U6WE5F8E7AT6W3JI110BN3TET,A22VGT2F28LTWC,Submitted,Sat Apr 10 17:16:58 PDT 2021,Sat Apr 10 17:17:09 PDT 2021,Sat Apr 10 18:17:09 PDT 2021,,,,11,100% (1/1),100% (1/1),100% (1/1),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-cottonbro-4769486.jpg,The woman is sitting in the chair with a book on her face.,The college student was worn out from all the studying.,TRUE,FALSE,1,
3IZVJEBJ6ALX0KSJG3424HFH7846ZR,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3E4GGUZ1T8SHG88QJ3UQF95FV7MK2C,A280UKMMBLRURU,Submitted,Sat Apr 10 17:12:41 PDT 2021,Sat Apr 10 17:13:09 PDT 2021,Sat Apr 10 18:13:09 PDT 2021,,,,28,100% (5/5),100% (5/5),100% (5/5),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-cottonbro-4769486.jpg,The woman is sitting in the chair with a book on her face.,The college student was worn out from all the studying.,FALSE,TRUE,,
3IZVJEBJ6ALX0KSJG3424HFH7846ZR,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3FDJT1UU7499F5RD1MWODG8RFHD5KY,A1UPJ6S46IUUJP,Submitted,Sat Apr 10 17:12:36 PDT 2021,Sat Apr 10 17:13:04 PDT 2021,Sat Apr 10 18:13:04 PDT 2021,,,,28,100% (1/1),100% (1/1),100% (1/1),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-cottonbro-4769486.jpg,The woman is sitting in the chair with a book on her face.,The college student was worn out from all the studying.,TRUE,FALSE,,
3IZVJEBJ6ALX0KSJG3424HFH7846ZR,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3V5Q80FXIXSBKA0JYX2RYNODKL032K,A3TYCJO2DG3RMH,Submitted,Sat Apr 10 17:12:33 PDT 2021,Sat Apr 10 17:12:43 PDT 2021,Sat Apr 10 18:12:43 PDT 2021,,,,10,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-cottonbro-4769486.jpg,The woman is sitting in the chair with a book on her face.,The college student was worn out from all the studying.,TRUE,FALSE,,
3IZVJEBJ6ALX0KSJG3424HFH7846ZR,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3ZGVPD4G6TI6P21P2JHW3B2IZTCTZZ,A8DSTQB4187FZ,Submitted,Sat Apr 10 17:19:14 PDT 2021,Sat Apr 10 17:19:21 PDT 2021,Sat Apr 10 18:19:21 PDT 2021,,,,7,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-cottonbro-4769486.jpg,The woman is sitting in the chair with a book on her face.,The college student was worn out from all the studying.,TRUE,FALSE,,
3VZYA8PITOZ4FVMF7QH56CYVT6A50I,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,388U7OUMF72W72I7U0Z9XXYET1X0R2,A280UKMMBLRURU,Submitted,Sat Apr 10 17:17:21 PDT 2021,Sat Apr 10 17:18:07 PDT 2021,Sat Apr 10 18:18:07 PDT 2021,,,,46,100% (5/5),100% (5/5),100% (5/5),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-edu-carvalho-2050975.jpg,An old woman in overhauls is holding a basket of pretty flowers.,The older wise woman was looking up at the beautiful sun as she was enjoying her day.,TRUE,FALSE,1,
3VZYA8PITOZ4FVMF7QH56CYVT6A50I,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3G5W44VEU7J7V2GXIIFFHDZG5QRKGV,A3TYCJO2DG3RMH,Submitted,Sat Apr 10 17:13:49 PDT 2021,Sat Apr 10 17:14:02 PDT 2021,Sat Apr 10 18:14:02 PDT 2021,,,,13,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-edu-carvalho-2050975.jpg,An old woman in overhauls is holding a basket of pretty flowers.,The older wise woman was looking up at the beautiful sun as she was enjoying her day.,TRUE,FALSE,,
3VZYA8PITOZ4FVMF7QH56CYVT6A50I,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3LOTDFNYA70SC2EJWCS0N3TZRI0WF4,AO1HA5KKZ51B7,Submitted,Sat Apr 10 17:18:48 PDT 2021,Sat Apr 10 17:19:13 PDT 2021,Sat Apr 10 18:19:13 PDT 2021,,,,25,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-edu-carvalho-2050975.jpg,An old woman in overhauls is holding a basket of pretty flowers.,The older wise woman was looking up at the beautiful sun as she was enjoying her day.,TRUE,FALSE,,
3VZYA8PITOZ4FVMF7QH56CYVT6A50I,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3WAKVUDHUWH255A8JTFNHNVL8E6U7Z,A3CJFLRLYSS2NL,Submitted,Sat Apr 10 17:20:06 PDT 2021,Sat Apr 10 17:20:14 PDT 2021,Sat Apr 10 18:20:14 PDT 2021,,,,8,100% (2/2),100% (2/2),100% (2/2),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-edu-carvalho-2050975.jpg,An old woman in overhauls is holding a basket of pretty flowers.,The older wise woman was looking up at the beautiful sun as she was enjoying her day.,TRUE,FALSE,,
3VZYA8PITOZ4FVMF7QH56CYVT6A50I,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3Y9N9SS8LYCYNKYZVMM8U6FHHCQ3DU,A8DSTQB4187FZ,Submitted,Sat Apr 10 17:17:33 PDT 2021,Sat Apr 10 17:17:48 PDT 2021,Sat Apr 10 18:17:48 PDT 2021,,,,15,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-edu-carvalho-2050975.jpg,An old woman in overhauls is holding a basket of pretty flowers.,The older wise woman was looking up at the beautiful sun as she was enjoying her day.,TRUE,FALSE,,
3ULIZ0H1VA64MK7X39L5KHH5YYG51L,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,36W0OB37HWFGKTAU2P07PSZUOZHZHV,A3021ZUF9X732J,Submitted,Sat Apr 10 17:20:22 PDT 2021,Sat Apr 10 17:20:40 PDT 2021,Sat Apr 10 18:20:40 PDT 2021,,,,18,100% (1/1),100% (1/1),100% (1/1),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-eric-christian-capilador-6008360.jpg,The woman in the white shirt is standing outside pointing toward something.,The woman has two toned hair and black sunglasses on.,FALSE,TRUE,1,
3ULIZ0H1VA64MK7X39L5KHH5YYG51L,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3FPRZHYEPY8KH1YLM7M20SLOHJTV3K,A3TYCJO2DG3RMH,Submitted,Sat Apr 10 17:15:11 PDT 2021,Sat Apr 10 17:16:06 PDT 2021,Sat Apr 10 18:16:06 PDT 2021,,,,55,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-eric-christian-capilador-6008360.jpg,The woman in the white shirt is standing outside pointing toward something.,The woman has two toned hair and black sunglasses on.,TRUE,FALSE,,
3ULIZ0H1VA64MK7X39L5KHH5YYG51L,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3KYQYYSHYV8N99RLEK60I9DSC3LOD9,A8DSTQB4187FZ,Submitted,Sat Apr 10 17:18:31 PDT 2021,Sat Apr 10 17:18:55 PDT 2021,Sat Apr 10 18:18:55 PDT 2021,,,,24,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-eric-christian-capilador-6008360.jpg,The woman in the white shirt is standing outside pointing toward something.,The woman has two toned hair and black sunglasses on.,FALSE,TRUE,,
3ULIZ0H1VA64MK7X39L5KHH5YYG51L,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3QHK8ZVMIMJMORQ4NWZ2V2LYED4LBI,A280UKMMBLRURU,Submitted,Sat Apr 10 17:16:29 PDT 2021,Sat Apr 10 17:16:55 PDT 2021,Sat Apr 10 18:16:55 PDT 2021,,,,26,100% (5/5),100% (5/5),100% (5/5),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-eric-christian-capilador-6008360.jpg,The woman in the white shirt is standing outside pointing toward something.,The woman has two toned hair and black sunglasses on.,TRUE,FALSE,,
3ULIZ0H1VA64MK7X39L5KHH5YYG51L,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:40 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:40 PDT 2021,,,3YWRV122CS065JFRTY7TVNRGJYBU8L,ABZKFJ19BGY5R,Submitted,Sat Apr 10 17:10:00 PDT 2021,Sat Apr 10 17:10:18 PDT 2021,Sat Apr 10 18:10:18 PDT 2021,,,,18,0% (0/0),0% (0/0),0% (0/0),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-eric-christian-capilador-6008360.jpg,The woman in the white shirt is standing outside pointing toward something.,The woman has two toned hair and black sunglasses on.,TRUE,FALSE,,
3T5ZXGO9DEPQA2B3VCI0AMW879FZQG,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:41 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:41 PDT 2021,,,35GCEFQ6I5P1QL3VN4B5LYYK5U03ZT,A280UKMMBLRURU,Submitted,Sat Apr 10 17:19:45 PDT 2021,Sat Apr 10 17:20:31 PDT 2021,Sat Apr 10 18:20:31 PDT 2021,,,,46,100% (5/5),100% (5/5),100% (5/5),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-eugene-dorosh-739407.jpg,The Eiffel Tower in the morning sun.,"The Eiffel Tower in Paris, France during the sun set.",TRUE,FALSE,2,
3T5ZXGO9DEPQA2B3VCI0AMW879FZQG,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:41 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:41 PDT 2021,,,37UQDCYH6XW2IKZ8OJPSD9X4MLF7V1,A3TYCJO2DG3RMH,Submitted,Sat Apr 10 17:13:19 PDT 2021,Sat Apr 10 17:13:28 PDT 2021,Sat Apr 10 18:13:28 PDT 2021,,,,9,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-eugene-dorosh-739407.jpg,The Eiffel Tower in the morning sun.,"The Eiffel Tower in Paris, France during the sun set.",FALSE,TRUE,,
3T5ZXGO9DEPQA2B3VCI0AMW879FZQG,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:41 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:41 PDT 2021,,,3DZQRBDBSLG4P9HHSCHXP51HIF03SO,A8DSTQB4187FZ,Submitted,Sat Apr 10 17:18:56 PDT 2021,Sat Apr 10 17:19:14 PDT 2021,Sat Apr 10 18:19:14 PDT 2021,,,,18,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-eugene-dorosh-739407.jpg,The Eiffel Tower in the morning sun.,"The Eiffel Tower in Paris, France during the sun set.",FALSE,TRUE,,
3T5ZXGO9DEPQA2B3VCI0AMW879FZQG,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:41 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:41 PDT 2021,,,3OHYZ19UGC6PB2O9UAFYS85MR0OAOT,A22VGT2F28LTWC,Submitted,Sat Apr 10 17:13:12 PDT 2021,Sat Apr 10 17:13:22 PDT 2021,Sat Apr 10 18:13:22 PDT 2021,,,,10,100% (1/1),100% (1/1),100% (1/1),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-eugene-dorosh-739407.jpg,The Eiffel Tower in the morning sun.,"The Eiffel Tower in Paris, France during the sun set.",FALSE,TRUE,,
3T5ZXGO9DEPQA2B3VCI0AMW879FZQG,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:41 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:41 PDT 2021,,,3QIYRE09Y3IBZTBXXCMS2ICEXWE1NI,AO1HA5KKZ51B7,Submitted,Sat Apr 10 17:19:43 PDT 2021,Sat Apr 10 17:19:54 PDT 2021,Sat Apr 10 18:19:54 PDT 2021,,,,11,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-eugene-dorosh-739407.jpg,The Eiffel Tower in the morning sun.,"The Eiffel Tower in Paris, France during the sun set.",TRUE,FALSE,,
3UZUVSO3P7W1ESMF7WX683BL92AEM3,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:41 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:41 PDT 2021,,,34T446B1C0FS10TOC39E82ZST0T0CV,A3TYCJO2DG3RMH,Submitted,Sat Apr 10 17:12:46 PDT 2021,Sat Apr 10 17:13:02 PDT 2021,Sat Apr 10 18:13:02 PDT 2021,,,,16,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-evgeny-tchebotarev-4101555.jpg,A very breathtaking view of a rainbow on the top of mountain.,There is a beautiful rainbow over the mountain top.,TRUE,FALSE,1,
3UZUVSO3P7W1ESMF7WX683BL92AEM3,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:41 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:41 PDT 2021,,,34Z02EIMISE9NHVZYP44XCZWHMTT07,A8DSTQB4187FZ,Submitted,Sat Apr 10 17:15:55 PDT 2021,Sat Apr 10 17:17:00 PDT 2021,Sat Apr 10 18:17:00 PDT 2021,,,,65,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-evgeny-tchebotarev-4101555.jpg,A very breathtaking view of a rainbow on the top of mountain.,There is a beautiful rainbow over the mountain top.,FALSE,TRUE,,
3UZUVSO3P7W1ESMF7WX683BL92AEM3,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:41 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:41 PDT 2021,,,373ERPL3YO9XNBFYS2NJH80JQCTRT4,A22VGT2F28LTWC,Submitted,Sat Apr 10 17:19:45 PDT 2021,Sat Apr 10 17:20:17 PDT 2021,Sat Apr 10 18:20:17 PDT 2021,,,,32,100% (1/1),100% (1/1),100% (1/1),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-evgeny-tchebotarev-4101555.jpg,A very breathtaking view of a rainbow on the top of mountain.,There is a beautiful rainbow over the mountain top.,TRUE,FALSE,,
3UZUVSO3P7W1ESMF7WX683BL92AEM3,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:41 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:41 PDT 2021,,,3C6FJU71TQULKP69625NU0FICDFYU4,AO1HA5KKZ51B7,Submitted,Sat Apr 10 17:18:26 PDT 2021,Sat Apr 10 17:18:47 PDT 2021,Sat Apr 10 18:18:47 PDT 2021,,,,21,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-evgeny-tchebotarev-4101555.jpg,A very breathtaking view of a rainbow on the top of mountain.,There is a beautiful rainbow over the mountain top.,TRUE,FALSE,,
3UZUVSO3P7W1ESMF7WX683BL92AEM3,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:41 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:41 PDT 2021,,,3VW6495TLJ121YQEG32CXLLV81QYY2,A280UKMMBLRURU,Submitted,Sat Apr 10 17:18:44 PDT 2021,Sat Apr 10 17:19:21 PDT 2021,Sat Apr 10 18:19:21 PDT 2021,,,,37,100% (5/5),100% (5/5),100% (5/5),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-evgeny-tchebotarev-4101555.jpg,A very breathtaking view of a rainbow on the top of mountain.,There is a beautiful rainbow over the mountain top.,FALSE,TRUE,,
302OLP89DZ8LFTTCE2169OGIU98CAO,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 17:09:41 PDT 2021,5,BatchId:4403423;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 17:09:41 PDT 2021,,,36DSNE9QZ5Z0CVRDOGSBL785HNIJOI,A280UKMMBLRURU,Submitted,Sat Apr 10 17:18:07 PDT 2021,Sat Apr 10 17:18:44 PDT 2021,Sat Apr 10 18:18:44 PDT 2021,,,,37,100% (5/5),100% (5/5),100% (5/5),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-fauxels-3182749.jpg,A girl is giving a presentation to a group of her peers.,The group of students felt like they were prepared for the upcoming exam.,TRUE,FALSE,1,
